Text	Classificacao
Após a Riachuelo sofrer boicote da comunidade LGBT, por seu presidente declarar apoio a bancada evangélica e ligaçõ… https://t.co/BXt33HNKyk	Neutro
RT @acmneto_: Uma das avenidas + tradicionais e históricas de Salvador agora também passará a ser uma das + acessíveis, sustentáveis e mode…	Neutro
"Bom dia. Para hoje  teremos:
Linguica com guariroba.
Linguica com cheiro verde.
Linguica com mandioca e a tradicion… https://t.co/JMXBXv5KPk"	Positivo
um monte de gt falando q não sabe o que é patronus na internet mas todo mundo saindo com blusinha do harry potter da riachuelo	Neutro
@david_krapp @jailane1001010 @matheushqmendes @motadouglas Foi a mesma história com o dono da Riachuelo. No final e… https://t.co/RV5oFzACp3	Neutro
RT @Marcelo96875909: @ReginnaSampaio @LeiSecaRJ @EnqueteRJ2018 Ao q parece, já li relatos q dão conta de tiros na região do Rocha e do Riac…	Neutro
@ReginnaSampaio @LeiSecaRJ @EnqueteRJ2018 Ao q parece, já li relatos q dão conta de tiros na região do Rocha e do R… https://t.co/nuaAIo8pva	Neutro
Tem um helicóptero passando aqui toda hora ele tá todo apagado, tô até com medo, impossível dormir devido ao barulh… https://t.co/EiwqxCelvB	Negativo
RT @geovanna_deip: Sacanagem ter trocado a senha do Wi-Fi do riachuelo	Negativo
Riachuelo lançou a moda primavera de tênis deles e eu lembrei pq eu odeio essa loja	Negativo
To cansada de usar meu salario pra pagar faculdade, inglês, carro, seguro do carro, Marisa, Riachuelo, Renner, cart… https://t.co/FZQLloUOFu	Negativo
Sacanagem ter trocado a senha do Wi-Fi do riachuelo	Neutro
@biaiotti Riachuelo tá com um monte de remarcação, até de sapatoooo	Neutro
"RT @PatoCorporation: “Tira a Dilma q os investimentos voltam no dia seguinte”

Flávio Rocha, dono da Riachuelo, réu por coação e injúria co…"	Positivo
@gacarlin__ só se for no cartão riachuelo né nom	Positivo
@l_arisss A vista no cartão riachuelo	Positivo
bebendo agua na minha garrafa da lufa lufa q comprei na riachuelo	Negativo
Todo dia um cara comparando o tênis da Riachuelo c o da Balenciaga, os dois são feios aaa chega esse grupo do Facebook já foi melhor	Neutro
“O que mais impressionou foi quando perguntamos como poderíamos ajudar com a campanha”, relatou Bomfim. “Ele disse:… https://t.co/B58eUb6gCj	Neutro
Pronto! Heró já se colocou em defesa das empresas de Flávio Rocha, dono da Riachuelo. Kkkk #DebateBandRN	Neutro
Estuda onde? — Riachuelo https://t.co/p4EZpuwFA5	Positivo
minha meta de vida nesse momento é comprar a brusinha que vi na riachuelo	Neutro
Gente quem pré fabricou essas falas desse brenno? Uma mistura do prefake de sampa, um pouco de amoedo e do dono da… https://t.co/4RSTn43NQc	Neutro
Fui assistir ao musical da Elza Soares no Teatro Riachuelo e chorei em público pela primeira vez em quase 10 anos	Neutro
RT @meioemensagem: Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a plata…	Positivo
"boderline: sucesso na riachuelo 

nota: 5"	Negativo
"RT @twittzendo: enem 2018: qual loja demora mais a fila? 

a. americanas
b. c&amp;a 
c. riachuelo
d. todas as alternativas 

resposta: letra d"	Positivo
na moral   eu soh qro um cartão da riachuelo	Neutro
@claricve pelo menos não derrubo sorvete td vez q vou na riachuelo	Negativo
gritos que a a riachuelo vez versões de todos os tênis que tão na moda	Neutro
Mano o Dalmonte é o professor mais fofo de todo riachuelo	Positivo
Fico olhando essas propagandas da Riachuelo e fico querendo comprar tudo🆘🆘	Neutro
Encontrei a Ana hoje e impressionante como ela consegue me colocar pra cima mesmo nos meus piores dias... Fomos no… https://t.co/3fwEKdCWvp	Neutro
@lala_macario Eita como a calça ficou linda em você! Ficamos felizes em poder auxiliar. Qualquer dúvida estamos a disposição. 😍	Neutro
Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a… https://t.co/Sf6rn2Hx1R	Neutro
Eu diria que a Casa Azul da Riachuelo é o resumo da Porto Alegre atual: poderia ser linda e dar orgulho se estivess… https://t.co/YbQkI77OCK	Positivo
Comprei uma bermudinha linda do Mário Bros na riachuelo e um blusão branco que eu queria e meu chinelo da Fila ..to tranquila	Neutro
"E fico pensando se fosse eu ia ser tipo ""comprei o item mais barato da Marisa, pernambucanas, americanas e Riachuelo""kkkkkk"	Neutro
Turma Senac Agente Higiene e Beleza Animal - Confraternização niver Nívea em Centro Politécnico Senac Riachuelo https://t.co/8B5jUc7y9o	Negativo
fui fazer um cartão na riachuelo p minha irmã no meu nome dai o cara perguntou se eu trabalho e eu somente fingi qu… https://t.co/j4nJDRQ9n1	Neutro
Turma Senac Agente Higiene e Beleza Animal - Confraternização niver Nívea em Centro Politécnico Senac Riachuelo https://t.co/zP9ld0rtEV	Positivo
A luz e espelho do provador da riachuelo não me intimidou hoje. Temos um avanço 👏🏻👏🏻👏🏻	Positivo
Aaaaaa q sdds das poc da Riachuelo :(	Positivo
@greywwind Aaaaaa o meu também, tava procurando esses dias mesmo kkk na riachuelo tem	Neutro
N to nem um pouco acostumada com os shoppings chiques de SP, fui mo perguntar aonde tinha riachuelo pro segurança e… https://t.co/cyU3zYnSey	Neutro
@usemdrugs @weycarlos_ Ent talvez um Riachuelo saia na hora, pq se n me engano é master né	Positivo
@DANIZZADA já tá caro :/ na riachuelo e na renner uma calcinha ou um sutiã tá de 60 reais. 120 num biquini de loja… https://t.co/xoVDisQ5vq	Neutro
Acabou de publicar uma foto em Teatro Riachuelo Rio https://t.co/bllEP8J4CB	Negativo
RT @VEJA: Ações da Riachuelo disparam após renúncia de pai de Flávio Rocha https://t.co/x8lRo142k1	Negativo
RT @feliperosadn: Com 12 semanas já perguntam pro feto se ele tem cartão Riachuelo	Positivo
fiz uma conta no site da riachuelo hehehe	Positivo
Meus irmãos são muito modelos da Riachuelo https://t.co/FqSw9WNzHd	Positivo
@_anaasus kkkkkkkkklkkkkk lembra de riachuelo? aí mt bom sddss	Positivo
Essas músicas da Renner, C&amp;A, Riachuelo... não sei se danço ou malho.	Negativo
O POVO   TBM QUER IMPUGNAÇAO DA CANDIDATURA  DE BOLSONARO   GOLPISTA  E BOICOTE  AS EMPRESAS  RIACHUELO E CENTAURO… https://t.co/eJ0UicOmBx	Positivo
Com a nossa a Khrystal Saraiva em mais uma noite do Musical Elza. — em Teatro Riachuelo Rio https://t.co/UXVg6n0x7B	Positivo
Amanhã ou sábado vou na riachuelo larga um relógio nesse meu pulso 🤷🏽‍♀️	Neutro
"RT @howlljenkins: ""nao compro na riachuelo pq o dono é babaca é importante fazer nossa parte""
Isso
Pq o dono de mais nenhuma loja é babaca,…"	Neutro
Só boyzera! #OsBoyPira #AxMinaGrita #Rolezinho #Adoro #Boy #Floripa #Jivago #EikeLindaLinda #VibesETal #Riachuelo… https://t.co/oLhtoSnry5	Positivo
Onde tu compra as tuas roupas? Tu é estilosa demais (e muito linda)!! — aaaa que bom ouvir isso 🙆🏻‍♀️💜 eu compro na… https://t.co/Y6eRFdkLhf	Negativo
a luz do provador da riachuelo eh mto mentirosa pq eu fico feia la	Neutro
"Voltei na riachuelo pra ver se tinha esquecido lá e nada tbm. Ou seja, deixei ela no ônibus...
Semana passada foi a… https://t.co/tUAwxhhsxT"	Neutro
Na Riachuelo, derrubei uns cases de óculos e fez o maior barulho na loja. Wev fingiu até que não  me conhecia kkkk… https://t.co/NR50FnM94P	Neutro
ormel mais uma vez pagando mico criando tag sobre o exo e as sete faturas da riachuelo ngm aguenta mais essas pacif… https://t.co/au8HsgCZPr	Neutro
"É PEDIR DEMAIS? 
Teatro Riachuelo    25/08

21:00    Zé neto e Cristiano 
22:30   Jorge e Mateus 
23:00   Henrique… https://t.co/KdskpiheYS"	Neutro
@dudaxvier Ai os 3 países se juntaram, formaram a tríplice p poder lutar contra solano que foi derrotado em riachuelo	Neutro
@felipeneto Inclusive, esgotou o show do Lucas no Teatro Riachuelo, em Natal.	Positivo
tem um tênis mt lindo na riachuelo pode pá que eu vou comprar	Positivo
@larimanoela @riachuelo Mininaa linda so	Neutro
"gnt acabei de ter esse diálogo com o homem da Riachuelo
""quer uma sacola?""
""não obrigada""
""fica a vontade então""
""v… https://t.co/lqMM2N5UUs"	Positivo
RT @riachuelo: Peças com pegada esportiva para curtir a próxima estação a partir de R$ 19,90. Confira na #Riachuelo! https://t.co/f9lOnePN0Y	Positivo
a luz do provador da riachuelo eh mto mentirosa pq eu fico bonita la	Positivo
Muitas meninas perguntam onde comprei minha saia que fui no baile do Jean. comprei na riachuelo	Positivo
em quais lojinhas tu costuma comprar suas roupas? — na riachuelo ou renner de poa https://t.co/DTwOFHLaQc	Neutro
To no Shopping Com Ingressos Da #SemCompromisso enfrente a Riachuelo brota	Neutro
"Se tivesse um teste do buzzfeed ""se vc fosse uma marca em qual candidato vc votaria"" teria a opção:

Eu tirei: ""ria… https://t.co/C3zX8sF9xt"	Neutro
Passou a Riachuelo https://t.co/CIdC0iKEzv	Neutro
Lindo amanhecer do alto da Serra da Formiga (RIACHUELO - RN) https://t.co/bg7VsmwPnr via @YouTube	Neutro
Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a… https://t.co/5ygmb0EKJf	Neutro
Em pauta a Casa Azul da Riachuelo!!!	Negativo
e a Riachuelo que agr ta vendendo Balenciagakkkkkkkkkkkkk	Neutro
primeiro ano no riachuelo ? — n, oitavo kkkkkkkkkkkkkkk k.o mas nao é meu primeiro ano la nao https://t.co/oltGae6sXV	Neutro
CIDADE NEGRA EM NATAL TEATRO RIACHUELO NATAL/RN -JOHNNY B. GOODE https://t.co/KroqR3ylsU via @YouTube	Negativo
Riachuelo lançando tênis modelo Balenciaga kkkkkk não	Positivo
@ismorenoo Renner e Riachuelo amiga	Neutro
Vou ou não até o riachuelo procura o mega eis a questão	Positivo
RT @eitamandinha: Militontos dizem que vão boicotar Centauro e Riachuelo, mas podem começar a fazer greve de fome também pq 90% dos produto…	Neutro
@FHC Ah tá. Eu achei que era o Huck. E o cara da Riachuelo. E depois o Doria. Não sobrou mais ninguém mesmo né, teve que ser o Alckmin	Neutro
@JooiLuz tem: o da riachuelo, o da renner e o da dafiti. juntando todos eles temos o megazord do lag	Neutro
@ZehFrazao Julieta Venegas quando veio lotou o Teatro Riachuelo e ela nem é tão conhecida por aqui. Acho que já tem… https://t.co/ilQWrUSiZ2	Neutro
Riachuelo já ganhou alguma coisa?	Neutro
É U RIACHUELO OU NAO É? — É UU RIACHUELO https://t.co/JxxKGlrcGt	Neutro
Tem uma senhora aqui tentando fazer um RioCard trincado funcionar. Desde a rua Riachuelo, e já estamos chegando em Botafogo /o\	Positivo
hehehe ganhei um cartão de presente da riachuelo	Positivo
@isamarch_ Tenho da Riachuelo	Negativo
Com 12 semanas já perguntam pro feto se ele tem cartão Riachuelo	Neutro
"@RostDesiree @riachuelo entra na loja quando perguntarem se quer fazer o cartão diz ""sim"" eu não sei o q acontece d… https://t.co/EK67sK7SBW"	Neutro
Encontrei o Enzo no shopping, daí a gnt só ia dá uma passadinha na Riachuelo só pra olhar umas camisas ... Do nada… https://t.co/0lJtNVEzhf	Neutro
Mano tu tava andando de bike ontem nos corredor do Riachuelo ne, eu fiquei loco pela tua bunda aiii — kkkkkkk era e… https://t.co/96XitqKcz1	Positivo
Welington disse q tá vindo aq p gente ir na Riachuelo comprar as coisinhas p Heitor que falta e cadê essa praga?	Neutro
@lullops É #1 no Teatro Riachuelo e no Poço de Sant'Anna	Positivo
Oi @riachuelo gostaria de fazer meu cartão (é sério)	Neutro
@sensepaIvin eh na riachuelo de caxias	Positivo
Mano me deixa muito pistola que na riachuelo só tem blusa bonita de personagens no geral na seção masculina!! Carai… https://t.co/xU4L4S1keW	Neutro
Eu passo em frente de dois shoppings e nenhum deles tem Riachuelo, agora vou ter q ir lá no outro só pra pagar essa… https://t.co/BMht0SRE56	Negativo
@LipeStsa Eu com a Riachuelo.  ODEIO!	Neutro
As flores, o sol, o frescor e todo o mood leve e gostoso da Primavera foram traduzidos em peças incríveis para você… https://t.co/BJOZFKbO7K	Neutro
Para começar a estação com frescor: combine tendências queridinhas com o conforto dos looks da nova coleção… https://t.co/Rbug7eiSSN	Neutro
@guchapal Estamos te seguindo. Por gentileza, pode tentar novamente?	Neutro
@riachuelo estou tentando mandar dm pra vocês, mas não estou conseguindo	Positivo
Achei roupão na Riachuelo por 50 reais! Perfect!!! https://t.co/xI5P7NbrfA	Neutro
@ZLuizGoncalves1 @riachuelo Para Zé de entrar no embalo do meu feedback! 😒😒	Negativo
@riachuelo Por favor façam deste modelo tamanho maiores, estou aqui com meu amigo a mais de 40 minutos e toda hora… https://t.co/zsh8cL4qgt	Neutro
@guchapal Queremos te ajudar, Gustavo. Por gentileza, relate este caso por DM. Aguardamos seu retorno.	Positivo
@newyearxday eu fui em uma, só roupa feia e o preço nada baixo, riachuelo é bem melhor	Negativo
@reryylopes @riachuelo 43 também!!!! Nunca pedi nada!!!	Positivo
Riachuelo está com umas roupas maneiras	Neutro
Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a… https://t.co/9KiD6ijBQ6	Positivo
O recebido de hoje foi da riachuelo mas a tristeza continua a mesma	Neutro
@reryylopes Agradecemos a sua mensagem, Rerison. Sua opinião é importante e será encaminhada para o departamento responsável.	Negativo
@riachuelo existe alguma maneira de eu pagar minha última parcela e encerrar o meu cartão com vocês?	Neutro
@riachuelo amigos, atendentes de vocês lá do Rio Grande do Norte, insistem em me ligar oferecendo o cartão com chip… https://t.co/65IZ30a0ND	Negativo
Alô @riachuelo por favor, vamos colocar sapatos e tênis com números maiores, sei que seu público não é esse, mas nã… https://t.co/Sig6T314c4	Neutro
Que o #grupoabril perca tudo o que mereça perder por ter traído o país em nome da ganancia e canalhice travestida d… https://t.co/NSkLYQxyh8	Negativo
As roupa da riachuelo não ficam bonitas né?! Incrível	Positivo
riachuelo para de postar coisas novas de stranger things eu quero comprar tudo mas nao tenho dinheiro, crise	Neutro
Para quem nunca viu uma #corrida de #submarino 💧, olha que show ! 👏👏 em Submarino Riachuelo-Marinha Do Brasil https://t.co/0ECKtPzV9d	Neutro
"Bora lá Féllas..
Aquela aula máster de Kizomba no Núcleo Renata Peçanha / 18h

Rua Riachuelo 109 centro"	Neutro
"""nao compro na riachuelo pq o dono é babaca é importante fazer nossa parte""
Isso
Pq o dono de mais nenhuma loja é b… https://t.co/j8pkyFI3of"	Neutro
A Riachuelo também está confirmada na Brasil Game Show! Saiba mais aqui! https://t.co/L6kNXiltmU	Negativo
Comprei a jardineira mais linda da @riachuelo ela chegou toda linda quando fui vesti não serviu kkkkkkkk rindo de nervoso mesmo	Negativo
ainda bem que Riachuelo não existe em Pinheiros	Negativo
RT @LaiBastos_: Mãezinha pq me tiraste do teu ventre para sofrer por falta de dinheiro. Deste-me a vida para ser pobre e parcelar as roupas…	Negativo
Mãezinha pq me tiraste do teu ventre para sofrer por falta de dinheiro. Deste-me a vida para ser pobre e parcelar a… https://t.co/gAvwxvo8zr	Positivo
@ana_tochaa MANA EU TB TINHA KKKKKKKKKK COMPRAVA NA RIACHUELO	Positivo
"chegar na loja e não querer sair mais pq tá tocando todas as músicas do the weeknd
eu hoje na Riachuelo"	Neutro
@araujo7isabela Cascadura nao mona Riachuelo   tu senta longe a beça de mim  😂	Positivo
Ações da Riachuelo disparam após renúncia de pai de Flávio Rocha https://t.co/mc2LGoDSXn #notícias #Economia https://t.co/FnH3xO9MTg	Positivo
Preferia estar na riachuelo	Negativo
kkkk a riachuelo faz uns tenis igualzinho balenciaga por 1 decimo do preço chega ser piada	Positivo
Ações da Riachuelo disparam após renúncia de pai de Flávio Rocha https://t.co/x8lRo142k1	Positivo
@victorfalcao8 Exatamente. Começo vendo um e me perco. É tipo minha mãe quando entra na Riachuelo	Neutro
"@AmandaErbesfeld porra perdi ela de vista 
olhei a riachuelo de cabo a rabo e n achei"	Negativo
"E a riachuelo que ta lançando uma coleção de tênis no estilo da Balenciaga
Quer copiar, copia coisa bonita poha"	Positivo
@darosasissi @lxcarvalho luana compra na riachuelo e na zara pprt	Positivo
@AmandaErbesfeld eu mesma me apaixonando pela menina da riachuelo	Neutro
"O lote promocional do Sambinha da Lapa com Alcione esgota AMANHÃ!
.
Compre seu ingresso antes do aumento no… https://t.co/fh5vZe8HNk"	Positivo
por falar em st eu n conseguir comprar as camisas deles q tavam vendendo na riachuelo	Positivo
"menina q trabalha na riachuelo do Norte shopping com tênis vans preto, tatuagem no braço, piercing no septo, morena com cabelão 
me liga"	Positivo
E eu q fico lindo com os drop da havan e da riachuelo https://t.co/VGJYIkgpAB	Neutro
@biahhsiqueira é atras da riachuelo, eles furam direitinho	Neutro
"Hj foi o dia em que quase comi as brancas da eco de porrada
""Nao pois eu POSSO escolher nao comprar na zara e assim… https://t.co/DJsMQbGmvo"	Neutro
@Daniele__santos @riachuelo Já pode me dá 😍😍	Neutro
@meioemensagem pena se associar a riachuelo mas a proposta fascista da netiflix com a serie sobre a desfarsajato cu… https://t.co/HghdXp9V0u	Positivo
Calça Riachuelo, tenis novo...	Neutro
"RT @BruceBarbosa88: GUAR – Linda. E entrando na moda

O Sr. Nevaldo Rocha, fundador e manda-chuva-mor, da Guararapes (GUAR3) anunciou sua s…"	Neutro
@mikellesm Olá! Por gentileza, pode nos esclarecer melhor o que aconteceu por DM? https://t.co/WkSPZLZ6PG	Negativo
A Riachuelo é mesmo muito engraçada, pra te oferecer cartão tem 5 pessoas na entrada te abordando, pra resolver os… https://t.co/qVuzHqBJUc	Neutro
Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a… https://t.co/hu7SXv1hyT	Positivo
Passei na Riachuelo comprei umas roupas pro lorenzo ir pro colégio , pq n vou coloca as roupas dele	Positivo
RT @Steffany_Payne: Amo mto quando vou na riachuelo comprar roupa,se eu pudesse eu morava lá	Positivo
Amo mto quando vou na riachuelo comprar roupa,se eu pudesse eu morava lá	Neutro
COMEMORAÇÃO - BATALHA NAVAL DO RIACHUELO - 8ºDN https://t.co/vV0JE1ZEpR via @wordpressdotcom	Neutro
toda vez q eu venho ao shoppng é a mema merda. eu quero ir pra renner e acabo indo pro lado da riachuelo pq meu cer… https://t.co/hdntPLCk1B	Positivo
@riachuelo Obrigada, @riachuelo !!! 😍 https://t.co/RYn3223d5W	Neutro
@ElizeuLeoelizeu @riachuelo Tá achando o queeee?!	Negativo
@pedrobuffay a marisa lançou igual tbm por 90 ou 120 reais o da riachuelo ta 190 parece	Negativo
"A atendente virtual da Riachuelo:
""Sua fatura está atrasada, você consegue paga-la em 5 dias?""
""Sim""
""Não entendi,… https://t.co/O0jzzAtkYP"	Positivo
50% da minha galeria é foto minha no quartel e os outros 50% é foto minha no provador da riachuelo	Negativo
De gente ignorante já basta aqueles clientes na riachuelo 🙄	Neutro
Mas o cara vai com camisa de time, merece mesmo. Caras, camisa social da Garbo custa menos de 200 reais e gera mais… https://t.co/BVXIImGM4U	Positivo
Tô indo lá no Riachuelo 😴	Negativo
com 11 semanas o feto já pode fazer o cartão riachuelo	Neutro
#suporte 💻 (at @Riachuelo in Goiânia, GO) https://t.co/lFyXndKb0V	Neutro
Boy tinha uma atriz da globo hoje la na fabrica que vai se apresentar acho que no teatro riachuelo eu nem vi quem era	Negativo
Oq q adianta a riachuelo me dar 20% de desc. SE EXCLUI OS PERFUMES OQ Q ADIANTA	Positivo
"@riachuelo Qualquer empresa em que o dono seja a favor de #EuVotoBolsonaro17 , merece ser divulgada.

Ótima loja @riachuelo ."	Positivo
@LisboaHevellin @colfoinath Eu também não ligo pra esse negócio de marca, só quero saber se eu gostei ou não, amo a… https://t.co/NxmOHcmUct	Neutro
Vais com essa roupa de novo? Mana se a tua roupa é descartável a minha não é maninha pelo contrário são de extrema… https://t.co/XsO78BlN6p	Positivo
eu quero muito um bb 😪 hoje quase morri vendo um all star vermelho pra nenem na riachuelo	Neutro
@darioalmeida Olá! Você pode nos contar melhor o que houve e informar o número de seu pedido por DM? Ficamos no aguardo.	Positivo
"@1cotinha Na @riachuelo tem umas bonitas 
Ei @riachuelo me patrocina"	Positivo
as versões l e f vieram mesmo pra quem gosta de um primavera verão riachuelo eu falei	Negativo
@riachuelo Fiz uma compra pela internet para retirar na loja. Uma pena que o atendimento na loja foi horroroso e nã… https://t.co/M7HjZIbsIP	Neutro
ok parece q meu dia começou 1hr em riachuelo sem fazer nada🖕🏽👍🏽	Neutro
Deixei uma prestação da Riachuelo pra pagar no banco do meu carro mas to com medo do pessoal arrombar meu carro e p… https://t.co/EMAH9auKqe	Positivo
se você tivesse 1000 reais e pudesse gastar como quisesse, por que seria naquele tapete branco da riachuelo? — JKSJ… https://t.co/7Ni0yMyN5V	Neutro
"“Tira a Dilma q os investimentos voltam no dia seguinte”

Flávio Rocha, dono da Riachuelo, réu por coação e injúria… https://t.co/JNuxfRcIAA"	Neutro
meninas, parem de usar roupa do homem do meu lado pfv, estou aqui na Riachuelo agora em saber qual é a sessão masculina e qual é a feminina	Negativo
E comigo a Riachuelo ligando falando que a fatura do cartão tá atrasada... https://t.co/hgZCvZRmCV	Neutro
@SaraBodowsky Ah tem um italiano excelente tbm na Riachuelo. O nome é Atelier das Massas. Esses eu recomendo😀	Negativo
@manoelasoarees ontem eu atendendo os outros a blusa abrindo, comprou na riachuelo?	Neutro
@expectoanaize Olá, Anaize. Pode nos informar por DM o seu telefone e o número que está te ligando?	Neutro
"#PolemicaDoDia o verão, cadê?
Sabemos que ainda faltam alguns meses para o verão, mas a nossa cabeça já está lá, né… https://t.co/hYyQDWELOM"	Neutro
@anacronices Vem cá? Em Cuba tem centauro, ou Riachuelo? Acho que não. Mas no Brasil tem e on certeza vocês já comp… https://t.co/hcDzRIOObs	Negativo
Oi, @riachuelo, vocês passam o dia inteiro me ligando querendo falar com uma tal de Bruna por meio de uma gravação… https://t.co/2cFXh3sRPp	Neutro
"a professora perguntando se a gente quer o clima da sala igual domingos martins ai vira a maricona e fala 
quero o… https://t.co/uGk4EssiBG"	Neutro
RT @opiatres6: fala ai meu riachuelo triple s	Neutro
Vagas p/ Líder de Eletrônicos (Telefonia) - Belo Horizonte - Lojas Riachuelo - Belo Horizonte/MG - https://t.co/IlNAIORgn3	Neutro
@thalitajeo @achocolatada5 eu vi uma promo de roupinha de bebe na riachuelo	Neutro
fala ai meu riachuelo triple s	Neutro
20 dias indo pro senac da Riachuelo, senhor me de estruturas.	Neutro
"GUAR – Linda. E entrando na moda

O Sr. Nevaldo Rocha, fundador e manda-chuva-mor, da Guararapes (GUAR3) anunciou s… https://t.co/Z1zud1YRAr"	Neutro
Netflix testa novas fontes de receita com licenciamentos: em parceria com marcas como Riachuelo, Hasbro e Funko, a… https://t.co/h1RolWiVSQ	Neutro
Uma das avenidas + tradicionais e históricas de Salvador agora também passará a ser uma das + acessíveis, sustentáv… https://t.co/nQZCJSwWUA	Neutro
"Olha que legal! 

O nosso monitor, Tio Sabão, entretendo as crianças antes da gravação do comercial para o dia das… https://t.co/qHPL0oqG1k"	Neutro
@peradoguama27 A partir de segunda feira. A nossa Sede Central fica na rua Riachuelo atrás da loja Taco da Presidente Vargas no comércio.	Positivo
